Date,Technology Return,Financials Return,Energy Return,Technology Portfolio,Financials Portfolio,Energy Portfolio
2022-01-03,0.0102158964526507,0.0322026577024998,0.0359325386470362,101.02158964526508,103.22026577024998,103.5932538647036
2022-01-04,-0.0072935532356462,0.0340977462959435,0.0361513156546633,100.28478330323772,106.73984420508384,107.3382862848602
2022-01-05,-0.0331887582155768,-0.018936238747791,0.0017309931656254,96.95645587748504,104.71859303131436,107.52408812482923
2022-01-06,-0.0023458245245593,0.0149988960343399,0.0211123919413885,96.7290130454733,106.2892563210534,109.79417881646104
2022-01-07,-0.0035680297495896,0.0120678876585172,0.0142617319063488,96.3838810492786,107.5719431256432,111.3600339596191
2022-01-08,-0.0035680297495896,0.0120678876585172,0.0142617319063488,96.3838810492786,107.5719431256432,111.3600339596191
2022-01-09,-0.0035680297495896,0.0120678876585172,0.0142617319063488,96.3838810492786,107.5719431256432,111.3600339596191
2022-01-10,-0.0013867321191669,0.0004765071868914,-0.0030799670412385,96.2502224256576,107.62320192965042,111.01704872531228
2022-01-11,0.0108801875712567,0.0101772583933349,0.0369201549363798,97.29744289942394,108.71851106480652,115.11581536483044
2022-01-12,0.0056247400634914,-0.0020776915412399,-0.00090586598028,97.8447157245756,108.49262753399098,115.01153586389924
2022-01-13,-0.0222669790483428,-0.005532377663004,-0.0074225954208093,95.66600948954542,107.89240534482131,114.15785176445564
2022-01-14,0.0089529346073762,-0.0169136057063008,0.0234980419319282,96.52250101665396,106.06755574211462,116.84033775207564
2022-01-15,0.0089529346073762,-0.0169136057063008,0.0234980419319282,96.52250101665396,106.06755574211462,116.84033775207564
2022-01-16,0.0089529346073762,-0.0169136057063008,0.0234980419319282,96.52250101665396,106.06755574211462,116.84033775207564
2022-01-17,0.0089529346073762,-0.0169136057063008,0.0234980419319282,96.52250101665396,106.06755574211462,116.84033775207564
2022-01-18,-0.0231529205761907,-0.0337844273804488,0.008654749810349,94.28772321680007,102.48412410772345,117.85156164307656
2022-01-19,-0.0079053280838296,-0.0123846400530983,-0.0030819035592877,93.54234783049397,101.21489511949224,117.48835449578114
2022-01-20,-0.0092199585252454,-0.0052801101607432,-0.0039924185754639,92.67989126314272,100.68046932335324,117.0192918068915
2022-01-21,-0.0241013501216507,-0.0191695616816341,-0.0174979871030832,90.4461807545732,98.75046885652336,114.9716897480426
2022-01-22,-0.0241013501216507,-0.0191695616816341,-0.0174979871030832,90.4461807545732,98.75046885652336,114.9716897480426
2022-01-23,-0.0241013501216507,-0.0191695616816341,-0.0174979871030832,90.4461807545732,98.75046885652336,114.9716897480426
2022-01-24,0.0005723784940325,-0.0051200001662684,0.0057423869417866,90.4979502033045,98.24486643955888,115.63190167792688
2022-01-25,-0.0212493293410144,0.0150746463724716,0.0404044921434454,88.57492945474776,99.72587305904592,120.30394994080436
2022-01-26,0.0105596235666218,0.0089382869249124,0.0004377430293221,89.51024736723,100.61725152628507,120.35661215629084
2022-01-27,0.000613775893657,-0.0074669579915719,0.0096262848515241,89.56518659929927,99.86594673591088,121.5151991886717
2022-01-28,0.0492225603567934,0.0128516642341959,-0.0056816004792354,93.97381440255074,101.14939035179088,120.82479837472695
2022-01-29,0.0492225603567934,0.0128516642341959,-0.0056816004792354,93.97381440255074,101.14939035179088,120.82479837472695
2022-01-30,0.0492225603567934,0.0128516642341959,-0.0056816004792354,93.97381440255074,101.14939035179088,120.82479837472695
2022-01-31,0.0193979475131003,0.0088032473413343,0.0034988637080574,95.79671352193724,102.03983345348288,121.24754787679365
2022-02-01,0.0087555341678498,0.0217752886410192,0.0399657483350732,96.6354649203463,104.261780279814,126.09329686148232
2022-02-02,0.0265841907417114,-8.306962171843616e-05,0.001634661097993,99.20444055220274,104.25311929316643,126.29941666857948
2022-02-03,-0.064177753687628,-0.011627058910155,-0.010010033002708,92.83772240172456,103.04096213357738,125.03515533950424
2022-02-04,0.0005193190624574,0.0224620496383865,0.014758935702259,92.8859348006829,105.3554733398089,126.88054115768196
2022-02-05,0.0005193190624574,0.0224620496383865,0.014758935702259,92.8859348006829,105.3554733398089,126.88054115768196
2022-02-06,0.0005193190624574,0.0224620496383865,0.014758935702259,92.8859348006829,105.3554733398089,126.88054115768196
2022-02-07,-0.0198804822632624,0.0084307790194359,0.0168817622665988,91.03931762137135,106.24370205402492,129.02250828976335
2022-02-08,0.0047360055124979,0.0164256061971217,-0.0231861949020627,91.47048033148025,107.98881926488866,126.03096726580388
2022-02-09,0.0214773911612372,0.0072053959789428,0.0011097476818302,93.43502761726567,108.76692146899067,126.17082983956593
2022-02-10,-0.0228617757702394,-0.0063780114431528,-0.0083420759751051,91.29893696679362,108.07320479922495,125.1183031912022
2022-02-11,-0.0253410777638155,-0.0182575246016518,0.0274164158829282,88.98532350536442,106.10005560382376,128.54859862605852
2022-02-12,-0.0253410777638155,-0.0182575246016518,0.0274164158829282,88.98532350536442,106.10005560382376,128.54859862605852
2022-02-13,-0.0253410777638155,-0.0182575246016518,0.0274164158829282,88.98532350536442,106.10005560382376,128.54859862605852
2022-02-14,0.0023648775766427,-0.0094962092503675,-0.0205034012878293,89.19576290157256,105.0925072743342,125.91291512344034
2022-02-15,0.0174748842603939,0.0137252288915061,-0.011586963693284,90.75444853479507,106.53492599145672,124.45396674738949
2022-02-16,-0.0019177572175149,-0.0022747139227269,0.0067859634931706,90.5804035360959,106.29258951204729,125.29850682231752
2022-02-17,-0.0305753908313119,-0.0298969126770986,-0.0029154139676687,87.81087229632182,103.1147692451829,124.93320980539973
2022-02-18,-0.0106081921276145,-0.0033701374870892,-0.0100374937549739,86.87935769210901,102.76725829587716,123.6791934921892
2022-02-19,-0.0106081921276145,-0.0033701374870892,-0.0100374937549739,86.87935769210901,102.76725829587716,123.6791934921892
2022-02-20,-0.0106081921276145,-0.0033701374870892,-0.0100374937549739,86.87935769210901,102.76725829587716,123.6791934921892
2022-02-21,-0.0106081921276145,-0.0033701374870892,-0.0100374937549739,86.87935769210901,102.76725829587716,123.6791934921892
2022-02-22,-0.0096584211367612,-0.006844268312328,-0.0136439140501786,86.04024026742732,102.06389160637784,121.99172520638636
2022-02-23,-0.0220857844323681,-0.0188704668094087,0.0091527397018955,84.13997406837176,100.1378983273806,123.10828371298555
2022-02-24,0.0333900008367813,-0.0192467993682301,-0.0111075067101421,86.94940787292144,98.21056428911729,121.7408576255695
2022-02-25,0.0115305945206392,0.0285535152301977,0.0262707295429151,87.95198623891378,101.01482113231287,124.93907877057336
2022-02-26,0.0115305945206392,0.0285535152301977,0.0262707295429151,87.95198623891378,101.01482113231287,124.93907877057336
2022-02-27,0.0115305945206392,0.0285535152301977,0.0262707295429151,87.95198623891378,101.01482113231287,124.93907877057336
